Text,Language,Label
@PickleMrs @mdjaxon @ArianaGsparks @arimenthe @AfriKoids_Only @DrJenGunter I’m not paternalistic and never will l just believe it may be what’s best for everyone l don’t have a definite answer yet but l don’t like the only seemingly viable solution e.g abortion.,en,positive
"Remember when you told Americans to ""Get Over It"" after you covered up for Trump extortion of Ukrainian President @ZelenskyyUa Now you're Feigned Indignation is a Joke. @MickMulvaney #Criminal https://t.co/beBEhTZ3ep",en,litigious
@DolceRagazza26 Les beaux sweet dreams avec le beau décolleté de la belle courte robe noire moulante 🍒💋💋💋😋😋😋😋😋😋😋😋😋😋😋🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️❤️,fr,positive
"Solo Periodismo...
#ParenLaMasacre: Mujeres rechazan la violencia criminal del Estado
https://t.co/dhcJd3Z7KZ",es,litigious
"@TheUnrealPeterG @CNN Another problem: The 250-character limit. Very difficult to articulate your side of the argument in a way that sounds informed and compelling without making a several-comments-long thread, which is too much of a hassle for most people to do.",en,negative
@nicholl_mike @JoRedbone @rdsanchezjr @Cernovich @SteveKrak @jason_howerton raised the deficit almost a trillion dollars Farm Aid with 20 billion small farmers committing suicide and losing their farms and the market  gone he has decimated  EPA doesn't believe in climate change alienated all of our allies  propped up the stock market 4 times this year,en,uncertainty
#Disney Board Extends CEO #BobChapek’s Contract by 3 Years https://t.co/n5pfvWGqYg https://t.co/ypuuveSVFq,en,litigious
i cant wait until my bf and i move to my place full time ahh itll make growing and pet care so much easier lol,en,positive
@HSELive So two doctors employed by the HSE in clonmel Co. Tipperary had absolute knowledge of their brother’s addiction to sex and preying on multiple women. His latest “ fascination “ happens to be my sister. While as a family we realize she has multiple problems including (1/2,en,negative
"@Mschroder96 @eastkrakow @JeremyDBoreing @benshapiro do you know what a nonsequiter is?
Tax law has no connection to criminal law, and you're being disingenuous. 

if this is the hill you want to die on, I can make some absolutely retarded points on the basis of tax law.

Please address my original claim.",en,litigious
Pipebots awarded funding for Thames Water innovation project https://t.co/tCWHpONHQ0,en,positive
"Congress led Rajasthan govt has always been advocating zero-tolerance policy against crime and criminals. No criminal will be spared, no matter which religion, caste or political party they belong to. https://t.co/XlVkj4o3Oc",en,litigious
@LeaMichele That because im stuck in it anyways so might as well embrace it 🤷‍♀️#canadiangirl,en,uncertainty
"This socialite left her fiancé at the altar and now she needs a fake date to a wedding! What could go wrong? How to Fake a Wedding Date https://t.co/hmTqVmWOzp  

@karenbbooth @HarlequinBooks @HarlequinPublicityTeam https://t.co/Uu45sdjAA6",en,negative
@benlkeith Yeh maybe. I don't have FB app installed but I do have Whatsapp &amp; Instagram.,en,uncertainty
I GET TO HEAR @Zubin_T RUIN GUITAR SOLO AGAIN IM SO EXCITED THAT MAN IS SO TALENTED!!!!! 🔥❤️,en,positive
dreams of an absolution starry night remix、明るく透明感にあふれていてまさに星空を想起させるリミックスで大好きなんだけど歌詞は当然据え置きなので「こんな綺麗な星空の下でも君は毎晩贖罪の夢を見るのか…」と追加でしんどくなる仕上がり　情緒がおしメェになった,ja,positive
@ProfMMurray Someone needs to improve the American History section of the GED Exam. This person is greatly undereducated.,en,positive
I suppose Tangerine Dreams tho,en,positive
@noyaismylife ではこちらもタメで~‼️‼️わたしのことはみれいってよんでほしいな👍🏻❤️‍🔥❤️‍🔥,ja,positive
@Maggarooo @iaindwelch What a beautiful picture! You were the perfect model! 🌺,en,positive
tive uma conversa mt legal com meu irmão sobre o universo hj,pt,litigious
@Rachel_Neely_ Thank you so much Rachel! I’m so excited to be joining such an incredible team! xx,en,positive
"🇷🇺🇺🇦 The special forces of the DPR army corrected artillery fire on the positions of the Armed Forces of Ukraine in the area of ​​the settlement.  Novolugansk.  Judging by the strong fires in the positions and the detonation of the BC, the blows fell right on target. https://t.co/nsP7WtlX6g",en,litigious
"@OddNMacabre This looks like the largest, coolest, and most dangerous playground. I wouldn't take it that fast, but as a grown-ass man, I could probably spend hours wandering around on this. https://t.co/P7x0YjznDH",en,uncertainty
@marcoreilly95 Book cheapest flight you can get for next week and go somewhere random on your own and drink all you want,en,uncertainty
☀️ perfect places https://t.co/AsrU860KnL,en,positive
"Cassidy Hutchinson's testimony was a bunch of hearsay. ""I heard from a person that Trump said"". Yeah, that's not going to be admissible in a court of law. It's a cute story that she retold. Source? ""Trust me bro"".
#Hearsay #January6thHearings #trustmebro",en,litigious
"* That was an accident.
We have what it takes, we just need training!",en,negative
"Everton U21 Defender, Eli Campbell has signed his first professional contract with Everton penning a 3 year deal with the Club until the end of June 2025 https://t.co/p8kDArxUvd",en,litigious
"Dutch gilders, later Spanish dollars, British sovereigns were used for international settlement because people trusted the PM metals content (melt value) on the world market, not bc of some currency reserve hegemon, that’s a laughable anachronism.",en,litigious
"@valentinowpg I run a community service program in my community where I live, here in Lagos. I funds for writing pads to primary school students in my street, because growing up I lost alot of pen and notebook almost every week and I was beaten mercilessly and yet it continued.",en,uncertainty
"@truemagic68 It’s not entitled to special treatment. 

The others might be less militant, but they are leaving their respective professions in their thousands for better paid jobs.

I think I’d rather have a week of disruption and a pay settlement than a total collapse due to a lack of staff.",en,litigious
"คิดถึงมิวมิวแต่เช้าเลย💛
Good Mewning  

@MSuppasit  
#MewSuppasit
#มิวศุภศิษฏ์  
https://t.co/mytjeTF7yd",th,positive
@XaviercMiller Shit my eyes just open up on what is possible. I’m just wondering how y’all ran up that “followers” count. 🤔,en,uncertainty
I’m so glad I’m no one’s favourite friend. Makes it easier to disappear and not be noticed 🤷🏽,en,positive
"Ion know why I enjoy knowing people business but I do. Lol. I don’t run and tell it but like I need to know who yo baby daddy is, and like why u lost custody of yo kids. What them people not together etc Lol don’t judge meeeee",en,negative
@iminyourhouse_0 @TyDoesVoices Best. Ringtoss. Win. Ever.,en,positive
"One possible solution to the lack of affordable housing and construction costs/backlog (due to fires) is manufactured homes and Factory OS is making strides.
https://t.co/HCPFo0fBUj https://t.co/95T1w5xGY9",en,uncertainty
Almost.,en,uncertainty
This is video about rape victims what is wrong with you https://t.co/vlgV26gQ56,en,negative
"@blurrycorpse_ @joshuadun @twentyonepilots This is so good, Mafer!! I wish Josh was still on Twitter and could see it.",en,positive
"""WHO's risk assessment is that the outbreak is a very high risk in China, and a high risk regionally and globally.""

WHO Has Admitted an Error in Its Assessment of Wuhan Coronavirus Risk

https://t.co/MAntofPt4O",en,uncertainty
"@dohertyjf This is why we ended up hiring in-house writers. It was much easier, especially in a really niche space to find people that can write really well and allow them to dive deep into the industry and company. The quality of the content really reflects that.",en,positive
@silkehartung @CatherineWoulfe @TheSaplingNZ Defacto. All the commitment and law without the party or paper. I just use it as a way to square the More Committed Than “Boyfriend and Girlfriend” But Think “Partner” Is Too Clinical circle. Also: it’s funny to describe @_rawlibrary like we’re being reported missing in the news.,en,litigious
"📌[Le salon euro méditerranéen de la croissance bleue ]⤵️

@Euromaritime22 @LECAMPUS_ @Afpa_Formation @pole_emploi 
##AvecPôleEmploi #TousMobilisés #Emploi #Recrutement #Formation #Innovation #Industrie  #PACA https://t.co/xywtuDFvMN",fr,positive
"@moomoocheese1 @mhdksafa Outdated article. The only thing false is the patient wouldn't be prosecuted, the Doctor would. The law is now in effect. Google better and pay attention to published dates.",en,litigious
The PNP literally holding the govt's hand and showing them what to do. Poor things. https://t.co/hYCUmrl51G,en,negative
@caratlandz That’s my prettymuch channel and I haven’t made a video in ages but now I might Oop,en,uncertainty
@AndyTelfer21 Not at all. We complain in this country that OUR coaches aren't given a chance. Critchley is a talented coach and still young at only 41. A good experience that he might take into management 1 day. As for the players its competitive football against a decent team to learn from,en,uncertainty
"@PostMixLemonde Hollie Hughes is not strong on geography and seems to confuse American news and politics for Australian news and politics!
After Hollie Hughes and the US 6 Jan Committee revelations, one has to ask the question “what the fuck is wrong with the Right?”
They have lost the plot!",en,negative
